"","CAMPUS","GRDTYPE","value","n.d.r","year","subject","demographics"
"18313",57905306,"E",NA,"R","17","AR01S","C300"
"18314",57905352,"M",NA,"R","17","AR01S","C300"
"18315",57905353,"M",NA,"R","17","AR01S","C300"
"18316",57905354,"M",NA,"R","17","AR01S","C300"
"18317",57905355,"M",NA,"R","17","AR01S","C300"
"18318",57905356,"M",100,"R","17","AR01S","C300"
"18319",57905357,"M",NA,"R","17","AR01S","C300"
"18320",57905358,"M",NA,"R","17","AR01S","C300"
"18321",57905359,"M",NA,"R","17","AR01S","C300"
"18322",57905360,"M",NA,"R","17","AR01S","C300"
"18323",57905380,"S",NA,"R","17","AR01S","C300"
"18324",57905381,"S",NA,"R","17","AR01S","C300"
"18325",57905382,"S",NA,"R","17","AR01S","C300"
"18326",57905389,"S",NA,"R","17","AR01S","C300"
"18327",57905001,"S",NA,"R","17","AR01S","C400"
"18328",57905002,"S",NA,"R","17","AR01S","C400"
"18329",57905003,"S",NA,"R","17","AR01S","C400"
"18330",57905005,"S",NA,"R","17","AR01S","C400"
"18331",57905006,"S",NA,"R","17","AR01S","C400"
"18332",57905007,"S",NA,"R","17","AR01S","C400"
"18333",57905008,"S",NA,"R","17","AR01S","C400"
"18334",57905009,"S",NA,"R","17","AR01S","C400"
"18335",57905011,"M",NA,"R","17","AR01S","C400"
"18336",57905012,"S",NA,"R","17","AR01S","C400"
"18337",57905013,"S",NA,"R","17","AR01S","C400"
"18338",57905014,"S",NA,"R","17","AR01S","C400"
"18339",57905015,"S",NA,"R","17","AR01S","C400"
"18340",57905016,"S",NA,"R","17","AR01S","C400"
"18341",57905017,"S",NA,"R","17","AR01S","C400"
"18342",57905018,"S",NA,"R","17","AR01S","C400"
"18343",57905021,"S",NA,"R","17","AR01S","C400"
"18344",57905022,"S",NA,"R","17","AR01S","C400"
"18345",57905023,"S",NA,"R","17","AR01S","C400"
"18346",57905024,"S",NA,"R","17","AR01S","C400"
"18347",57905025,"S",NA,"R","17","AR01S","C400"
"18348",57905026,"S",NA,"R","17","AR01S","C400"
"18349",57905028,"S",NA,"R","17","AR01S","C400"
"18350",57905029,"S",NA,"R","17","AR01S","C400"
"18351",57905030,"S",NA,"R","17","AR01S","C400"
"18352",57905032,"S",NA,"R","17","AR01S","C400"
"18353",57905033,"S",NA,"R","17","AR01S","C400"
"18354",57905034,"S",NA,"R","17","AR01S","C400"
"18355",57905035,"S",NA,"R","17","AR01S","C400"
"18356",57905036,"S",NA,"R","17","AR01S","C400"
"18357",57905037,"S",NA,"R","17","AR01S","C400"
"18358",57905038,"S",NA,"R","17","AR01S","C400"
"18359",57905039,"S",NA,"R","17","AR01S","C400"
"18360",57905042,"M",NA,"R","17","AR01S","C400"
"18361",57905043,"M",NA,"R","17","AR01S","C400"
"18362",57905044,"M",NA,"R","17","AR01S","C400"
"18363",57905045,"M",NA,"R","17","AR01S","C400"
"18364",57905046,"M",NA,"R","17","AR01S","C400"
"18365",57905047,"M",NA,"R","17","AR01S","C400"
"18366",57905048,"M",NA,"R","17","AR01S","C400"
"18367",57905049,"M",NA,"R","17","AR01S","C400"
"18368",57905050,"M",NA,"R","17","AR01S","C400"
"18369",57905051,"M",NA,"R","17","AR01S","C400"
"18370",57905052,"M",NA,"R","17","AR01S","C400"
"18371",57905053,"M",NA,"R","17","AR01S","C400"
"18372",57905054,"M",NA,"R","17","AR01S","C400"
"18373",57905055,"M",NA,"R","17","AR01S","C400"
"18374",57905056,"M",NA,"R","17","AR01S","C400"
"18375",57905057,"M",NA,"R","17","AR01S","C400"
"18376",57905058,"M",NA,"R","17","AR01S","C400"
"18377",57905059,"M",NA,"R","17","AR01S","C400"
"18378",57905060,"M",NA,"R","17","AR01S","C400"
"18379",57905062,"M",NA,"R","17","AR01S","C400"
"18380",57905066,"M",NA,"R","17","AR01S","C400"
"18381",57905068,"M",NA,"R","17","AR01S","C400"
"18382",57905069,"M",NA,"R","17","AR01S","C400"
"18383",57905071,"M",NA,"R","17","AR01S","C400"
"18384",57905072,"M",NA,"R","17","AR01S","C400"
"18385",57905073,"M",NA,"R","17","AR01S","C400"
"18386",57905074,"M",NA,"R","17","AR01S","C400"
"18387",57905075,"M",NA,"R","17","AR01S","C400"
"18388",57905076,"M",NA,"R","17","AR01S","C400"
"18389",57905077,"M",NA,"R","17","AR01S","C400"
"18390",57905079,"M",NA,"R","17","AR01S","C400"
"18391",57905083,"M",NA,"R","17","AR01S","C400"
"18392",57905085,"S",NA,"R","17","AR01S","C400"
"18393",57905088,"S",NA,"R","17","AR01S","C400"
"18394",57905090,"S",NA,"R","17","AR01S","C400"
"18395",57905100,"M",NA,"R","17","AR01S","C400"
"18396",57905101,"E",NA,"R","17","AR01S","C400"
"18397",57905102,"E",NA,"R","17","AR01S","C400"
"18398",57905103,"E",NA,"R","17","AR01S","C400"
"18399",57905104,"E",NA,"R","17","AR01S","C400"
"18400",57905105,"E",NA,"R","17","AR01S","C400"
"18401",57905107,"E",NA,"R","17","AR01S","C400"
"18402",57905108,"E",NA,"R","17","AR01S","C400"
"18403",57905109,"E",NA,"R","17","AR01S","C400"
"18404",57905110,"E",NA,"R","17","AR01S","C400"
"18405",57905112,"E",NA,"R","17","AR01S","C400"
"18406",57905114,"E",NA,"R","17","AR01S","C400"
"18407",57905115,"E",NA,"R","17","AR01S","C400"
"18408",57905116,"E",NA,"R","17","AR01S","C400"
"18409",57905117,"E",NA,"R","17","AR01S","C400"
"18410",57905118,"E",NA,"R","17","AR01S","C400"
"18411",57905119,"E",NA,"R","17","AR01S","C400"
"18412",57905120,"E",NA,"R","17","AR01S","C400"
"18413",57905121,"E",NA,"R","17","AR01S","C400"
"18414",57905122,"E",NA,"R","17","AR01S","C400"
"18415",57905124,"E",NA,"R","17","AR01S","C400"
"18416",57905125,"E",NA,"R","17","AR01S","C400"
"18417",57905126,"E",NA,"R","17","AR01S","C400"
"18418",57905128,"E",NA,"R","17","AR01S","C400"
"18419",57905129,"E",NA,"R","17","AR01S","C400"
"18420",57905130,"E",NA,"R","17","AR01S","C400"
"18421",57905131,"E",NA,"R","17","AR01S","C400"
"18422",57905133,"E",NA,"R","17","AR01S","C400"
"18423",57905134,"E",NA,"R","17","AR01S","C400"
"18424",57905135,"E",NA,"R","17","AR01S","C400"
"18425",57905136,"E",NA,"R","17","AR01S","C400"
"18426",57905137,"E",NA,"R","17","AR01S","C400"
"18427",57905139,"E",NA,"R","17","AR01S","C400"
"18428",57905140,"E",NA,"R","17","AR01S","C400"
"18429",57905141,"E",NA,"R","17","AR01S","C400"
"18430",57905142,"E",NA,"R","17","AR01S","C400"
"18431",57905144,"E",NA,"R","17","AR01S","C400"
"18432",57905145,"E",NA,"R","17","AR01S","C400"
"18433",57905147,"E",NA,"R","17","AR01S","C400"
"18434",57905148,"E",NA,"R","17","AR01S","C400"
"18435",57905149,"E",NA,"R","17","AR01S","C400"
"18436",57905152,"E",NA,"R","17","AR01S","C400"
"18437",57905153,"E",NA,"R","17","AR01S","C400"
"18438",57905154,"E",NA,"R","17","AR01S","C400"
"18439",57905155,"E",NA,"R","17","AR01S","C400"
"18440",57905156,"E",NA,"R","17","AR01S","C400"
"18441",57905157,"E",NA,"R","17","AR01S","C400"
"18442",57905158,"E",NA,"R","17","AR01S","C400"
"18443",57905159,"E",NA,"R","17","AR01S","C400"
"18444",57905160,"E",NA,"R","17","AR01S","C400"
"18445",57905161,"E",NA,"R","17","AR01S","C400"
"18446",57905162,"E",NA,"R","17","AR01S","C400"
"18447",57905163,"E",NA,"R","17","AR01S","C400"
"18448",57905164,"E",NA,"R","17","AR01S","C400"
"18449",57905166,"E",NA,"R","17","AR01S","C400"
"18450",57905167,"E",NA,"R","17","AR01S","C400"
"18451",57905168,"E",NA,"R","17","AR01S","C400"
"18452",57905169,"E",NA,"R","17","AR01S","C400"
"18453",57905170,"E",NA,"R","17","AR01S","C400"
"18454",57905171,"E",NA,"R","17","AR01S","C400"
"18455",57905172,"E",NA,"R","17","AR01S","C400"
"18456",57905173,"E",NA,"R","17","AR01S","C400"
"18457",57905174,"E",NA,"R","17","AR01S","C400"
"18458",57905175,"E",NA,"R","17","AR01S","C400"
"18459",57905176,"E",NA,"R","17","AR01S","C400"
"18460",57905177,"E",NA,"R","17","AR01S","C400"
"18461",57905178,"E",NA,"R","17","AR01S","C400"
"18462",57905180,"E",NA,"R","17","AR01S","C400"
"18463",57905181,"E",NA,"R","17","AR01S","C400"
"18464",57905182,"E",NA,"R","17","AR01S","C400"
"18465",57905183,"E",NA,"R","17","AR01S","C400"
"18466",57905184,"E",NA,"R","17","AR01S","C400"
"18467",57905185,"E",NA,"R","17","AR01S","C400"
"18468",57905186,"E",NA,"R","17","AR01S","C400"
"18469",57905187,"E",NA,"R","17","AR01S","C400"
"18470",57905188,"E",NA,"R","17","AR01S","C400"
"18471",57905189,"E",NA,"R","17","AR01S","C400"
"18472",57905190,"E",NA,"R","17","AR01S","C400"
"18473",57905191,"E",NA,"R","17","AR01S","C400"
"18474",57905192,"E",NA,"R","17","AR01S","C400"
"18475",57905193,"E",NA,"R","17","AR01S","C400"
"18476",57905194,"E",NA,"R","17","AR01S","C400"
"18477",57905195,"E",NA,"R","17","AR01S","C400"
"18478",57905196,"E",NA,"R","17","AR01S","C400"
"18479",57905197,"E",NA,"R","17","AR01S","C400"
"18480",57905198,"E",NA,"R","17","AR01S","C400"
"18481",57905199,"E",NA,"R","17","AR01S","C400"
"18482",57905200,"E",NA,"R","17","AR01S","C400"
"18483",57905201,"E",NA,"R","17","AR01S","C400"
"18484",57905202,"E",NA,"R","17","AR01S","C400"
"18485",57905203,"E",NA,"R","17","AR01S","C400"
"18486",57905204,"E",NA,"R","17","AR01S","C400"
"18487",57905205,"E",NA,"R","17","AR01S","C400"
"18488",57905206,"E",NA,"R","17","AR01S","C400"
"18489",57905207,"E",NA,"R","17","AR01S","C400"
"18490",57905208,"E",NA,"R","17","AR01S","C400"
"18491",57905209,"E",NA,"R","17","AR01S","C400"
"18492",57905210,"E",NA,"R","17","AR01S","C400"
"18493",57905211,"E",NA,"R","17","AR01S","C400"
"18494",57905212,"E",NA,"R","17","AR01S","C400"
"18495",57905213,"E",NA,"R","17","AR01S","C400"
"18496",57905215,"E",NA,"R","17","AR01S","C400"
"18497",57905216,"E",NA,"R","17","AR01S","C400"
"18498",57905217,"E",NA,"R","17","AR01S","C400"
"18499",57905218,"E",NA,"R","17","AR01S","C400"
"18500",57905219,"E",NA,"R","17","AR01S","C400"
"18501",57905220,"E",NA,"R","17","AR01S","C400"
"18502",57905222,"E",NA,"R","17","AR01S","C400"
"18503",57905224,"E",NA,"R","17","AR01S","C400"
"18504",57905225,"E",NA,"R","17","AR01S","C400"
"18505",57905226,"E",NA,"R","17","AR01S","C400"
"18506",57905228,"E",NA,"R","17","AR01S","C400"
"18507",57905229,"E",NA,"R","17","AR01S","C400"
"18508",57905230,"E",NA,"R","17","AR01S","C400"
"18509",57905232,"E",NA,"R","17","AR01S","C400"
"18510",57905233,"E",NA,"R","17","AR01S","C400"
"18511",57905234,"E",NA,"R","17","AR01S","C400"
"18512",57905235,"E",NA,"R","17","AR01S","C400"
"18513",57905236,"E",NA,"R","17","AR01S","C400"
"18514",57905237,"E",NA,"R","17","AR01S","C400"
"18515",57905239,"E",NA,"R","17","AR01S","C400"
"18516",57905240,"E",NA,"R","17","AR01S","C400"
"18517",57905241,"E",NA,"R","17","AR01S","C400"
"18518",57905244,"E",NA,"R","17","AR01S","C400"
"18519",57905247,"E",NA,"R","17","AR01S","C400"
"18520",57905250,"E",NA,"R","17","AR01S","C400"
"18521",57905260,"E",NA,"R","17","AR01S","C400"
"18522",57905263,"E",NA,"R","17","AR01S","C400"
"18523",57905264,"E",NA,"R","17","AR01S","C400"
"18524",57905265,"E",NA,"R","17","AR01S","C400"
"18525",57905266,"E",NA,"R","17","AR01S","C400"
"18526",57905268,"E",NA,"R","17","AR01S","C400"
"18527",57905269,"E",NA,"R","17","AR01S","C400"
"18528",57905270,"E",NA,"R","17","AR01S","C400"
"18529",57905271,"E",NA,"R","17","AR01S","C400"
"18530",57905272,"E",NA,"R","17","AR01S","C400"
"18531",57905273,"E",NA,"R","17","AR01S","C400"
"18532",57905274,"E",NA,"R","17","AR01S","C400"
"18533",57905275,"E",NA,"R","17","AR01S","C400"
"18534",57905276,"E",NA,"R","17","AR01S","C400"
"18535",57905277,"E",NA,"R","17","AR01S","C400"
"18536",57905278,"E",NA,"R","17","AR01S","C400"
"18537",57905279,"E",NA,"R","17","AR01S","C400"
"18538",57905280,"E",NA,"R","17","AR01S","C400"
"18539",57905281,"E",NA,"R","17","AR01S","C400"
"18540",57905283,"E",NA,"R","17","AR01S","C400"
"18541",57905284,"E",NA,"R","17","AR01S","C400"
"18542",57905285,"E",NA,"R","17","AR01S","C400"
"18543",57905286,"E",NA,"R","17","AR01S","C400"
"18544",57905287,"E",NA,"R","17","AR01S","C400"
"18545",57905289,"E",NA,"R","17","AR01S","C400"
"18546",57905301,"E",NA,"R","17","AR01S","C400"
"18547",57905302,"E",NA,"R","17","AR01S","C400"
"18548",57905303,"E",NA,"R","17","AR01S","C400"
"18549",57905304,"E",NA,"R","17","AR01S","C400"
"18550",57905305,"E",NA,"R","17","AR01S","C400"
"18551",57905306,"E",NA,"R","17","AR01S","C400"
"18552",57905352,"M",NA,"R","17","AR01S","C400"
"18553",57905353,"M",NA,"R","17","AR01S","C400"
"18554",57905354,"M",NA,"R","17","AR01S","C400"
"18555",57905355,"M",NA,"R","17","AR01S","C400"
"18556",57905356,"M",NA,"R","17","AR01S","C400"
"18557",57905357,"M",NA,"R","17","AR01S","C400"
"18558",57905358,"M",NA,"R","17","AR01S","C400"
"18559",57905359,"M",NA,"R","17","AR01S","C400"
"18560",57905360,"M",NA,"R","17","AR01S","C400"
"18561",57905380,"S",NA,"R","17","AR01S","C400"
"18562",57905381,"S",NA,"R","17","AR01S","C400"
"18563",57905382,"S",NA,"R","17","AR01S","C400"
"18564",57905389,"S",NA,"R","17","AR01S","C400"
"18565",57905001,"S",64,"R","17","AR01S","CF00"
"18566",57905002,"S",54,"R","17","AR01S","CF00"
"18567",57905003,"S",61,"R","17","AR01S","CF00"
"18568",57905005,"S",64,"R","17","AR01S","CF00"
"18569",57905006,"S",65,"R","17","AR01S","CF00"
"18570",57905007,"S",55,"R","17","AR01S","CF00"
"18571",57905008,"S",52,"R","17","AR01S","CF00"
"18572",57905009,"S",44,"R","17","AR01S","CF00"
"18573",57905011,"M",NA,"R","17","AR01S","CF00"
"18574",57905012,"S",54,"R","17","AR01S","CF00"
"18575",57905013,"S",48,"R","17","AR01S","CF00"
"18576",57905014,"S",49,"R","17","AR01S","CF00"
"18577",57905015,"S",58,"R","17","AR01S","CF00"
"18578",57905016,"S",39,"R","17","AR01S","CF00"
"18579",57905017,"S",47,"R","17","AR01S","CF00"
"18580",57905018,"S",59,"R","17","AR01S","CF00"
"18581",57905021,"S",61,"R","17","AR01S","CF00"
"18582",57905022,"S",66,"R","17","AR01S","CF00"
"18583",57905023,"S",48,"R","17","AR01S","CF00"
"18584",57905024,"S",54,"R","17","AR01S","CF00"
"18585",57905025,"S",64,"R","17","AR01S","CF00"
"18586",57905026,"S",100,"R","17","AR01S","CF00"
"18587",57905028,"S",48,"R","17","AR01S","CF00"
"18588",57905029,"S",NA,"R","17","AR01S","CF00"
"18589",57905030,"S",NA,"R","17","AR01S","CF00"
"18590",57905032,"S",46,"R","17","AR01S","CF00"
"18591",57905033,"S",99,"R","17","AR01S","CF00"
"18592",57905034,"S",97,"R","17","AR01S","CF00"
"18593",57905035,"S",99,"R","17","AR01S","CF00"
"18594",57905036,"S",100,"R","17","AR01S","CF00"
"18595",57905037,"S",97,"R","17","AR01S","CF00"
"18596",57905038,"S",100,"R","17","AR01S","CF00"
"18597",57905039,"S",100,"R","17","AR01S","CF00"
"18598",57905042,"M",62,"R","17","AR01S","CF00"
"18599",57905043,"M",69,"R","17","AR01S","CF00"
"18600",57905044,"M",60,"R","17","AR01S","CF00"
"18601",57905045,"M",67,"R","17","AR01S","CF00"
"18602",57905046,"M",NA,"R","17","AR01S","CF00"
"18603",57905047,"M",70,"R","17","AR01S","CF00"
"18604",57905048,"M",70,"R","17","AR01S","CF00"
"18605",57905049,"M",86,"R","17","AR01S","CF00"
"18606",57905050,"M",72,"R","17","AR01S","CF00"
"18607",57905051,"M",68,"R","17","AR01S","CF00"
"18608",57905052,"M",63,"R","17","AR01S","CF00"
"18609",57905053,"M",73,"R","17","AR01S","CF00"
"18610",57905054,"M",64,"R","17","AR01S","CF00"
"18611",57905055,"M",49,"R","17","AR01S","CF00"
"18612",57905056,"M",77,"R","17","AR01S","CF00"
"18613",57905057,"M",100,"R","17","AR01S","CF00"
"18614",57905058,"M",74,"R","17","AR01S","CF00"
"18615",57905059,"M",65,"R","17","AR01S","CF00"
"18616",57905060,"M",55,"R","17","AR01S","CF00"
"18617",57905062,"M",55,"R","17","AR01S","CF00"
"18618",57905066,"M",98,"R","17","AR01S","CF00"
"18619",57905068,"M",65,"R","17","AR01S","CF00"
"18620",57905069,"M",64,"R","17","AR01S","CF00"
"18621",57905071,"M",99,"R","17","AR01S","CF00"
"18622",57905072,"M",54,"R","17","AR01S","CF00"
"18623",57905073,"M",99,"R","17","AR01S","CF00"
"18624",57905074,"M",56,"R","17","AR01S","CF00"
"18625",57905075,"M",99,"R","17","AR01S","CF00"
"18626",57905076,"M",59,"R","17","AR01S","CF00"
"18627",57905077,"M",70,"R","17","AR01S","CF00"
"18628",57905079,"M",55,"R","17","AR01S","CF00"
"18629",57905083,"M",57,"R","17","AR01S","CF00"
"18630",57905085,"S",94,"R","17","AR01S","CF00"
"18631",57905088,"S",100,"R","17","AR01S","CF00"
"18632",57905090,"S",100,"R","17","AR01S","CF00"
"18633",57905100,"M",73,"R","17","AR01S","CF00"
"18634",57905101,"E",73,"R","17","AR01S","CF00"
"18635",57905102,"E",NA,"R","17","AR01S","CF00"
"18636",57905103,"E",55,"R","17","AR01S","CF00"
"18637",57905104,"E",74,"R","17","AR01S","CF00"
"18638",57905105,"E",76,"R","17","AR01S","CF00"
"18639",57905107,"E",64,"R","17","AR01S","CF00"
"18640",57905108,"E",63,"R","17","AR01S","CF00"
"18641",57905109,"E",70,"R","17","AR01S","CF00"
"18642",57905110,"E",78,"R","17","AR01S","CF00"
"18643",57905112,"E",74,"R","17","AR01S","CF00"
"18644",57905114,"E",66,"R","17","AR01S","CF00"
"18645",57905115,"E",73,"R","17","AR01S","CF00"
"18646",57905116,"E",78,"R","17","AR01S","CF00"
"18647",57905117,"E",65,"R","17","AR01S","CF00"
"18648",57905118,"E",67,"R","17","AR01S","CF00"
"18649",57905119,"E",67,"R","17","AR01S","CF00"
"18650",57905120,"E",74,"R","17","AR01S","CF00"
"18651",57905121,"E",53,"R","17","AR01S","CF00"
"18652",57905122,"E",51,"R","17","AR01S","CF00"
"18653",57905124,"E",52,"R","17","AR01S","CF00"
"18654",57905125,"E",81,"R","17","AR01S","CF00"
"18655",57905126,"E",77,"R","17","AR01S","CF00"
"18656",57905128,"E",47,"R","17","AR01S","CF00"
"18657",57905129,"E",66,"R","17","AR01S","CF00"
"18658",57905130,"E",74,"R","17","AR01S","CF00"
"18659",57905131,"E",87,"R","17","AR01S","CF00"
"18660",57905133,"E",70,"R","17","AR01S","CF00"
"18661",57905134,"E",99,"R","17","AR01S","CF00"
"18662",57905135,"E",86,"R","17","AR01S","CF00"
"18663",57905136,"E",82,"R","17","AR01S","CF00"
"18664",57905137,"E",84,"R","17","AR01S","CF00"
"18665",57905139,"E",45,"R","17","AR01S","CF00"
"18666",57905140,"E",57,"R","17","AR01S","CF00"
"18667",57905141,"E",63,"R","17","AR01S","CF00"
"18668",57905142,"E",49,"R","17","AR01S","CF00"
"18669",57905144,"E",75,"R","17","AR01S","CF00"
"18670",57905145,"E",78,"R","17","AR01S","CF00"
"18671",57905147,"E",84,"R","17","AR01S","CF00"
"18672",57905148,"E",81,"R","17","AR01S","CF00"
"18673",57905149,"E",79,"R","17","AR01S","CF00"
"18674",57905152,"E",85,"R","17","AR01S","CF00"
"18675",57905153,"E",81,"R","17","AR01S","CF00"
"18676",57905154,"E",71,"R","17","AR01S","CF00"
"18677",57905155,"E",70,"R","17","AR01S","CF00"
"18678",57905156,"E",77,"R","17","AR01S","CF00"
"18679",57905157,"E",62,"R","17","AR01S","CF00"
"18680",57905158,"E",69,"R","17","AR01S","CF00"
"18681",57905159,"E",56,"R","17","AR01S","CF00"
"18682",57905160,"E",90,"R","17","AR01S","CF00"
"18683",57905161,"E",70,"R","17","AR01S","CF00"
"18684",57905162,"E",90,"R","17","AR01S","CF00"
"18685",57905163,"E",51,"R","17","AR01S","CF00"
"18686",57905164,"E",66,"R","17","AR01S","CF00"
"18687",57905166,"E",73,"R","17","AR01S","CF00"
"18688",57905167,"E",71,"R","17","AR01S","CF00"
"18689",57905168,"E",89,"R","17","AR01S","CF00"
"18690",57905169,"E",80,"R","17","AR01S","CF00"
"18691",57905170,"E",80,"R","17","AR01S","CF00"
"18692",57905171,"E",95,"R","17","AR01S","CF00"
"18693",57905172,"E",81,"R","17","AR01S","CF00"
"18694",57905173,"E",84,"R","17","AR01S","CF00"
"18695",57905174,"E",76,"R","17","AR01S","CF00"
"18696",57905175,"E",66,"R","17","AR01S","CF00"
"18697",57905176,"E",76,"R","17","AR01S","CF00"
"18698",57905177,"E",61,"R","17","AR01S","CF00"
"18699",57905178,"E",80,"R","17","AR01S","CF00"
"18700",57905180,"E",79,"R","17","AR01S","CF00"
"18701",57905181,"E",79,"R","17","AR01S","CF00"
"18702",57905182,"E",73,"R","17","AR01S","CF00"
"18703",57905183,"E",66,"R","17","AR01S","CF00"
"18704",57905184,"E",82,"R","17","AR01S","CF00"
"18705",57905185,"E",73,"R","17","AR01S","CF00"
"18706",57905186,"E",70,"R","17","AR01S","CF00"
"18707",57905187,"E",75,"R","17","AR01S","CF00"
"18708",57905188,"E",64,"R","17","AR01S","CF00"
"18709",57905189,"E",71,"R","17","AR01S","CF00"
"18710",57905190,"E",69,"R","17","AR01S","CF00"
"18711",57905191,"E",59,"R","17","AR01S","CF00"
"18712",57905192,"E",61,"R","17","AR01S","CF00"
"18713",57905193,"E",86,"R","17","AR01S","CF00"
"18714",57905194,"E",76,"R","17","AR01S","CF00"
"18715",57905195,"E",72,"R","17","AR01S","CF00"
"18716",57905196,"E",46,"R","17","AR01S","CF00"
"18717",57905197,"E",70,"R","17","AR01S","CF00"
"18718",57905198,"E",84,"R","17","AR01S","CF00"
"18719",57905199,"E",79,"R","17","AR01S","CF00"
"18720",57905200,"E",44,"R","17","AR01S","CF00"
"18721",57905201,"E",85,"R","17","AR01S","CF00"
"18722",57905202,"E",72,"R","17","AR01S","CF00"
"18723",57905203,"E",85,"R","17","AR01S","CF00"
"18724",57905204,"E",82,"R","17","AR01S","CF00"
"18725",57905205,"E",63,"R","17","AR01S","CF00"
"18726",57905206,"E",77,"R","17","AR01S","CF00"
"18727",57905207,"E",65,"R","17","AR01S","CF00"
"18728",57905208,"E",66,"R","17","AR01S","CF00"
"18729",57905209,"E",83,"R","17","AR01S","CF00"
"18730",57905210,"E",86,"R","17","AR01S","CF00"
"18731",57905211,"E",62,"R","17","AR01S","CF00"
"18732",57905212,"E",94,"R","17","AR01S","CF00"
"18733",57905213,"E",69,"R","17","AR01S","CF00"
"18734",57905215,"E",63,"R","17","AR01S","CF00"
"18735",57905216,"E",55,"R","17","AR01S","CF00"
"18736",57905217,"E",100,"R","17","AR01S","CF00"
"18737",57905218,"E",53,"R","17","AR01S","CF00"
"18738",57905219,"E",71,"R","17","AR01S","CF00"
"18739",57905220,"E",65,"R","17","AR01S","CF00"
"18740",57905222,"E",74,"R","17","AR01S","CF00"
"18741",57905224,"E",98,"R","17","AR01S","CF00"
"18742",57905225,"E",58,"R","17","AR01S","CF00"
"18743",57905226,"E",66,"R","17","AR01S","CF00"
"18744",57905228,"E",62,"R","17","AR01S","CF00"
"18745",57905229,"E",80,"R","17","AR01S","CF00"
"18746",57905230,"E",77,"R","17","AR01S","CF00"
"18747",57905232,"E",72,"R","17","AR01S","CF00"
"18748",57905233,"E",82,"R","17","AR01S","CF00"
"18749",57905234,"E",79,"R","17","AR01S","CF00"
"18750",57905235,"E",63,"R","17","AR01S","CF00"
"18751",57905236,"E",66,"R","17","AR01S","CF00"
"18752",57905237,"E",75,"R","17","AR01S","CF00"
"18753",57905239,"E",88,"R","17","AR01S","CF00"
"18754",57905240,"E",69,"R","17","AR01S","CF00"
"18755",57905241,"E",NA,"R","17","AR01S","CF00"
"18756",57905244,"E",70,"R","17","AR01S","CF00"
"18757",57905247,"E",67,"R","17","AR01S","CF00"
"18758",57905250,"E",54,"R","17","AR01S","CF00"
"18759",57905260,"E",64,"R","17","AR01S","CF00"
"18760",57905263,"E",71,"R","17","AR01S","CF00"
"18761",57905264,"E",61,"R","17","AR01S","CF00"
"18762",57905265,"E",84,"R","17","AR01S","CF00"
"18763",57905266,"E",55,"R","17","AR01S","CF00"
"18764",57905268,"E",79,"R","17","AR01S","CF00"
"18765",57905269,"E",44,"R","17","AR01S","CF00"
"18766",57905270,"E",74,"R","17","AR01S","CF00"
"18767",57905271,"E",76,"R","17","AR01S","CF00"
"18768",57905272,"E",80,"R","17","AR01S","CF00"
"18769",57905273,"E",75,"R","17","AR01S","CF00"
"18770",57905274,"E",77,"R","17","AR01S","CF00"
"18771",57905275,"E",78,"R","17","AR01S","CF00"
"18772",57905276,"E",67,"R","17","AR01S","CF00"
"18773",57905277,"E",75,"R","17","AR01S","CF00"
"18774",57905278,"E",64,"R","17","AR01S","CF00"
"18775",57905279,"E",87,"R","17","AR01S","CF00"
"18776",57905280,"E",79,"R","17","AR01S","CF00"
"18777",57905281,"E",64,"R","17","AR01S","CF00"
"18778",57905283,"E",61,"R","17","AR01S","CF00"
"18779",57905284,"E",71,"R","17","AR01S","CF00"
"18780",57905285,"E",NA,"R","17","AR01S","CF00"
"18781",57905286,"E",77,"R","17","AR01S","CF00"
"18782",57905287,"E",75,"R","17","AR01S","CF00"
"18783",57905289,"E",72,"R","17","AR01S","CF00"
"18784",57905301,"E",55,"R","17","AR01S","CF00"
"18785",57905302,"E",NA,"R","17","AR01S","CF00"
"18786",57905303,"E",61,"R","17","AR01S","CF00"
"18787",57905304,"E",78,"R","17","AR01S","CF00"
"18788",57905305,"E",70,"R","17","AR01S","CF00"
"18789",57905306,"E",NA,"R","17","AR01S","CF00"
"18790",57905352,"M",70,"R","17","AR01S","CF00"
"18791",57905353,"M",69,"R","17","AR01S","CF00"
"18792",57905354,"M",61,"R","17","AR01S","CF00"
"18793",57905355,"M",66,"R","17","AR01S","CF00"
"18794",57905356,"M",100,"R","17","AR01S","CF00"
"18795",57905357,"M",NA,"R","17","AR01S","CF00"
"18796",57905358,"M",61,"R","17","AR01S","CF00"
"18797",57905359,"M",90,"R","17","AR01S","CF00"
"18798",57905360,"M",75,"R","17","AR01S","CF00"
"18799",57905380,"S",46,"R","17","AR01S","CF00"
"18800",57905381,"S",NA,"R","17","AR01S","CF00"
"18801",57905382,"S",58,"R","17","AR01S","CF00"
"18802",57905389,"S",41,"R","17","AR01S","CF00"
"18803",57905001,"S",53,"R","17","AR01S","CM00"
"18804",57905002,"S",51,"R","17","AR01S","CM00"
"18805",57905003,"S",72,"R","17","AR01S","CM00"
"18806",57905005,"S",52,"R","17","AR01S","CM00"
"18807",57905006,"S",51,"R","17","AR01S","CM00"
"18808",57905007,"S",46,"R","17","AR01S","CM00"
"18809",57905008,"S",45,"R","17","AR01S","CM00"
"18810",57905009,"S",31,"R","17","AR01S","CM00"
